173
0	1025	0
0	1020	0
0	1023	0
0	1025	0
0	1020	0
0	1020	0
0	1020	0
0	1024	0
0	1020	0
0	1020	0
0	1020	0
0	1020	0
0	1023	0
0	1019	0
0	1020	0
0	1021	0
0	1020	0
0	1020	0
0	1020	0
0	1020	0
0	1020	0
0	1020	0
0	1021	0
0	1021	0
0	1026	0
0	1020	0
0	1020	0
0	1021	0
0	1020	0
0	1020	0
0	1024	0
0	1020	0
0	1021	0
0	1020	0
0	1020	0
0	1020	0
0	1020	0
0	1020	0
0	1020	0
0	1022	0
0	1021	0
0	1021	0
0	1020	0
0	1020	0
0	1020	0
0	1020	0
0	1022	0
0	517	0
0	517	0
0	517	0
0	518	0
0	518	0
0	518	0
0	518	0
0	518	0
0	518	0
0	517	0
0	518	0
0	517	0
0	517	0
0	517	0
0	517	0
0	518	0
0	517	0
0	517	0
0	518	0
0	518	0
0	517	0
0	517	0
0	517	0
0	517	0
0	517	0
0	517	0
0	517	0
0	518	0
0	518	0
0	518	0
0	517	0
0	517	0
0	518	0
0	517	0
0	518	0
0	518	0
0	518	0
0	517	0
0	518	0
0	518	0
0	517	0
0	518	0
0	517	0
0	518	0
0	517	0
0	518	0
0	518	0
0	517	0
0	518	0
0	518	0
0	518	0
0	518	0
0	518	0
0	518	0
0	518	0
0	518	0
0	518	0
0	518	0
0	517	0
0	518	0
0	518	0
0	2159	0
0	239	0
0	206	0
0	234	0
0	260	0
0	225	0
0	250	0
0	204	0
0	194	0
0	258	0
0	225	0
0	209	0
0	205	0
0	234	0
0	232	0
0	236	0
0	205	0
0	240	0
0	219	0
0	222	0
0	219	0
0	235	0
0	208	0
0	189	0
0	215	0
0	266	0
0	232	0
0	251	0
0	221	0
0	264	0
0	257	0
0	211	0
0	224	0
0	239	0
0	206	0
0	234	0
0	260	0
0	225	0
0	249	0
0	204	0
0	194	0
0	258	0
0	225	0
0	209	0
0	205	0
0	234	0
0	232	0
0	239	0
0	205	0
0	240	0
0	219	0
0	222	0
0	219	0
0	235	0
0	208	0
0	189	0
0	215	0
0	266	0
0	232	0
0	251	0
0	221	0
0	264	0
0	257	0
0	211	0
0	224	0
